order_id,customer_id,sales_rep_id,order_date,ship_date,ship_mode,order_status,payment_method,country,city,region,order_total
9709,2631,4,2023-06-03,2023-06-07,Same Day,Delivered,PayPal,Philippines,Pasig,APAC,128.62
9710,6193,15,2024-08-26,2024-08-27,Express,Delivered,Debit Card,UK,Leeds,Europe,337.58
9711,5208,15,2026-02-13,2026-02-14,Express,Delivered,PayPal,UK,Bristol,Europe,2686.51
9712,3164,17,2024-06-22,2024-06-28,Express,Shipped,Credit Card,UK,Birmingham,Europe,4567.0
9713,5841,9,2023-01-30,2023-02-05,Express,Delivered,Credit Card,USA,Seattle,North America,490.63
9714,7220,2,2026-01-03,2026-01-06,Same Day,Delivered,Bank Transfer,India,Bangalore,APAC,5856.12
9715,5614,2,2024-03-06,2024-03-14,Express,Cancelled,Bank Transfer,Philippines,Manila,APAC,278.46
9716,7718,7,2026-03-23,2026-03-30,Standard,Delivered,Debit Card,Australia,Melbourne,APAC,3240.03
9717,6650,1,2024-12-30,2025-01-09,Same Day,Delivered,Bank Transfer,Philippines,Cebu,APAC,503.96
9718,1138,10,2023-03-03,2023-03-08,Same Day,Returned,Bank Transfer,USA,Houston,North America,188.76
9719,6186,1,2025-07-06,2025-07-15,Standard,Processing,Debit Card,Australia,Melbourne,APAC,8544.29
9720,5829,13,2024-04-21,2024-04-24,Express,Delivered,PayPal,Canada,Winnipeg,North America,2097.04
9721,172,20,2026-03-12,2026-03-22,Standard,Delivered,Buy Now Pay Later,UK,Edinburgh,Europe,9490.85
9722,383,19,2023-04-28,2023-04-29,Standard,Processing,Credit Card,UK,Leeds,Europe,489.57
9723,1564,3,2023-08-18,2023-08-27,Same Day,Delivered,Debit Card,India,Kolkata,APAC,7504.64
9724,1492,13,2023-12-06,2023-12-14,Standard,Returned,PayPal,USA,Los Angeles,North America,5249.52
9725,4638,7,2025-04-15,2025-04-20,Express,Delivered,Credit Card,Philippines,Makati,APAC,2425.88
9726,3697,7,2025-12-25,2025-12-28,Express,Delivered,Bank Transfer,Australia,Brisbane,APAC,651.04
9727,2189,2,2024-07-31,2024-08-06,Express,Delivered,Buy Now Pay Later,India,Hyderabad,APAC,515.25
9728,3284,4,2024-08-20,2024-08-29,Standard,Delivered,Buy Now Pay Later,Philippines,Davao,APAC,723.66
9729,585,2,2024-04-26,2024-05-04,Standard,Shipped,Credit Card,Australia,Perth,APAC,3781.0
9730,3505,9,2025-04-13,2025-04-20,Express,Delivered,Buy Now Pay Later,Canada,Montreal,North America,801.02
9731,1356,3,2024-03-25,2024-03-27,Standard,Delivered,PayPal,Philippines,Pasig,APAC,1546.56
9732,4356,2,2026-01-08,2026-01-11,Express,Delivered,PayPal,India,Delhi,APAC,3814.44
9733,5499,5,2026-03-17,2026-03-25,Economy,Delivered,PayPal,India,Mumbai,APAC,2147.62
9734,2537,2,2023-08-01,2023-08-07,Express,Delivered,GCash,India,Ahmedabad,APAC,5413.91
9735,7015,13,2024-01-23,2024-01-27,Express,Delivered,Debit Card,USA,Austin,North America,1768.53
9736,1256,12,2026-02-03,2026-02-13,Same Day,Processing,Credit Card,USA,Phoenix,North America,4341.08
9737,161,18,2024-08-06,2024-08-14,Economy,Delivered,Credit Card,UK,Leeds,Europe,8721.8
9738,1594,2,2023-02-28,2023-03-04,Express,Delivered,Bank Transfer,Philippines,Taguig,APAC,8986.72
9739,2193,11,2025-11-19,2025-11-22,Standard,Delivered,Bank Transfer,USA,Austin,North America,10569.09
9740,6331,10,2024-12-30,2025-01-07,Express,Delivered,Debit Card,Canada,Montreal,North America,904.56
9741,5572,16,2024-07-14,2024-07-18,Standard,Delivered,Debit Card,UK,Glasgow,Europe,6551.92
9742,1310,5,2023-01-17,2023-01-25,Express,Processing,Credit Card,Philippines,Caloocan,APAC,2563.44
9743,2157,16,2026-05-20,2026-05-23,Express,Shipped,Credit Card,UK,Leeds,Europe,1647.8
9744,2831,11,2024-08-28,2024-09-05,Same Day,Delivered,GCash,Canada,Edmonton,North America,888.45
9745,1972,14,2024-07-31,2024-08-07,Economy,Returned,Credit Card,USA,Austin,North America,12984.14
9746,5813,18,2025-01-23,2025-01-25,Standard,Delivered,Credit Card,UK,Glasgow,Europe,630.9
9747,432,10,2024-01-09,2024-01-16,Standard,Delivered,GCash,Canada,Quebec City,North America,1838.7
9748,7863,3,2024-07-22,2024-07-31,Standard,Delivered,Credit Card,Australia,Brisbane,APAC,1025.28
9749,5417,14,2024-02-29,2024-03-04,Same Day,Shipped,Debit Card,USA,Seattle,North America,2058.09
9750,3930,2,2024-05-27,2024-06-05,Economy,Delivered,Bank Transfer,Philippines,Pasig,APAC,5864.13
9751,243,13,2023-09-11,2023-09-13,Economy,Delivered,Credit Card,USA,New York,North America,1797.25
9752,3355,1,2024-11-14,2024-11-21,Standard,Processing,PayPal,Australia,Melbourne,APAC,932.52
9753,2865,5,2023-04-02,2023-04-03,Express,Delivered,Credit Card,Philippines,Davao,APAC,8610.89
9754,3792,1,2023-03-29,2023-04-02,Standard,Delivered,Credit Card,Australia,Hobart,APAC,1215.0
9755,6192,2,2026-01-05,2026-01-14,Standard,Delivered,PayPal,Philippines,Makati,APAC,507.54
9756,5521,15,2025-08-11,2025-08-13,Standard,Delivered,PayPal,UK,Glasgow,Europe,9337.54
9757,5397,1,2023-05-07,2023-05-17,Standard,Cancelled,Debit Card,Australia,Perth,APAC,34042.75
9758,1994,9,2023-07-12,2023-07-20,Standard,Delivered,Debit Card,USA,Seattle,North America,460.0
9759,7487,6,2025-06-08,2025-06-09,Express,Shipped,Bank Transfer,India,Bangalore,APAC,5224.8
9760,6459,5,2025-03-27,2025-04-06,Standard,Delivered,Bank Transfer,India,Chennai,APAC,1241.73
9761,1039,9,2023-03-28,2023-04-04,Express,Delivered,Credit Card,USA,Dallas,North America,1099.14
9762,4576,1,2025-08-13,2025-08-23,Economy,Delivered,Bank Transfer,Philippines,Pasig,APAC,261.46
9763,3990,13,2026-01-12,2026-01-20,Standard,Delivered,Bank Transfer,USA,Chicago,North America,812.7
9764,4634,11,2023-11-17,2023-11-26,Economy,Delivered,Credit Card,USA,Los Angeles,North America,840.26
9765,1550,8,2025-07-07,2025-07-16,Standard,Shipped,PayPal,USA,New York,North America,20708.55
9766,5831,5,2026-05-20,2026-05-23,Standard,Delivered,Credit Card,Philippines,Manila,APAC,16194.3
9767,1640,13,2024-05-13,2024-05-22,Economy,Processing,Bank Transfer,USA,Chicago,North America,8924.92
9768,2970,12,2026-05-30,2026-05-31,Standard,Cancelled,Credit Card,Canada,Toronto,North America,1785.16
9769,7032,3,2023-09-10,2023-09-20,Standard,Delivered,Debit Card,India,Chennai,APAC,489.1
9770,60,13,2025-09-18,2025-09-22,Economy,Cancelled,Debit Card,USA,Phoenix,North America,44543.12
9771,5169,9,2025-03-15,2025-03-20,Express,Delivered,Bank Transfer,USA,Austin,North America,1377.22
9772,2719,5,2025-03-30,2025-04-06,Standard,Returned,Debit Card,India,Kolkata,APAC,6033.06
9773,5437,4,2023-08-11,2023-08-12,Same Day,Delivered,Credit Card,Philippines,Cebu,APAC,1297.23
9774,6754,6,2023-01-12,2023-01-20,Same Day,Delivered,Credit Card,India,Delhi,APAC,11396.24
9775,4613,16,2025-03-17,2025-03-24,Same Day,Cancelled,Bank Transfer,UK,Liverpool,Europe,12868.66
9776,5119,5,2026-05-27,2026-05-31,Express,Delivered,Debit Card,Philippines,Pasig,APAC,2653.37
9777,5308,5,2025-10-20,2025-10-23,Same Day,Delivered,PayPal,Philippines,Makati,APAC,636.25
9778,4782,4,2024-07-31,2024-08-02,Same Day,Delivered,PayPal,Australia,Sydney,APAC,1275.62
9779,5754,7,2023-05-28,2023-06-01,Economy,Delivered,Credit Card,India,Bangalore,APAC,3491.64
9780,777,2,2025-07-05,2025-07-11,Express,Shipped,PayPal,Philippines,Manila,APAC,292.88
9781,6650,2,2025-01-23,2025-01-24,Express,Delivered,Debit Card,Philippines,Cebu,APAC,15497.29
9782,494,9,2024-10-13,2024-10-16,Standard,Delivered,Bank Transfer,USA,Phoenix,North America,3919.24
9783,1398,14,2024-10-08,2024-10-15,Standard,Delivered,Credit Card,Canada,Calgary,North America,19819.4
9784,2137,8,2023-08-27,2023-08-30,Same Day,Delivered,Debit Card,Canada,Quebec City,North America,4782.16
9785,1390,11,2024-12-12,2024-12-15,Same Day,Delivered,Credit Card,Canada,Ottawa,North America,22223.08
9786,4527,3,2025-12-03,2025-12-10,Standard,Cancelled,GCash,Philippines,Makati,APAC,11538.14
9787,1451,14,2024-08-19,2024-08-22,Express,Delivered,Debit Card,USA,Houston,North America,7124.3
9788,7094,17,2025-01-23,2025-01-31,Same Day,Shipped,PayPal,UK,London,Europe,338.31
9789,6723,3,2025-07-31,2025-08-03,Standard,Delivered,GCash,India,Ahmedabad,APAC,83.74
9790,4438,4,2025-11-07,2025-11-15,Same Day,Cancelled,PayPal,Philippines,Manila,APAC,927.77
9791,109,18,2023-12-30,2024-01-01,Standard,Delivered,Credit Card,UK,London,Europe,10750.44
9792,4393,9,2024-07-02,2024-07-03,Standard,Delivered,Credit Card,USA,Houston,North America,4030.98
9793,6581,2,2025-01-03,2025-01-06,Economy,Delivered,Bank Transfer,Philippines,Caloocan,APAC,12790.88
9794,3808,5,2023-07-04,2023-07-06,Economy,Delivered,Credit Card,India,Ahmedabad,APAC,3316.8
9795,7992,2,2026-04-24,2026-04-29,Standard,Returned,Credit Card,Australia,Hobart,APAC,30490.04
9796,5620,13,2023-06-09,2023-06-11,Standard,Delivered,Credit Card,USA,Chicago,North America,1244.46
9797,3328,10,2024-09-19,2024-09-20,Economy,Processing,Bank Transfer,Canada,Calgary,North America,1747.85
9798,1958,4,2023-03-16,2023-03-17,Standard,Delivered,Buy Now Pay Later,Philippines,Caloocan,APAC,8721.98
9799,6167,9,2023-05-24,2023-05-28,Standard,Delivered,GCash,USA,Seattle,North America,7701.25
9800,493,1,2023-11-12,2023-11-14,Standard,Processing,Bank Transfer,Australia,Perth,APAC,205.14
9801,681,19,2023-02-25,2023-03-05,Standard,Delivered,GCash,UK,Bristol,Europe,405.4
9802,413,1,2026-02-15,2026-02-24,Same Day,Shipped,Credit Card,India,Chennai,APAC,607.86
9803,4276,9,2024-11-07,2024-11-09,Express,Delivered,Buy Now Pay Later,USA,Austin,North America,5034.56
9804,147,19,2025-02-16,2025-02-23,Economy,Shipped,Credit Card,UK,Edinburgh,Europe,23620.2
9805,4163,9,2024-11-14,2024-11-15,Same Day,Processing,Debit Card,USA,Houston,North America,2919.7
9806,2249,4,2024-10-20,2024-10-24,Standard,Delivered,Credit Card,Philippines,Davao,APAC,243.8
9807,768,10,2024-09-08,2024-09-14,Economy,Delivered,Credit Card,Canada,Calgary,North America,1468.02
9808,5231,2,2026-01-03,2026-01-05,Standard,Delivered,PayPal,Philippines,Taguig,APAC,5134.73
9809,5191,14,2024-07-25,2024-08-03,Economy,Shipped,GCash,USA,New York,North America,10383.0
9810,5231,3,2025-12-17,2025-12-26,Standard,Processing,Bank Transfer,Philippines,Taguig,APAC,9999.8
9811,2769,3,2023-04-15,2023-04-25,Standard,Processing,Credit Card,India,Chennai,APAC,1185.4
9812,6421,17,2025-10-06,2025-10-07,Economy,Delivered,PayPal,UK,Bristol,Europe,14702.95
9813,858,2,2024-09-13,2024-09-15,Economy,Delivered,PayPal,Philippines,Makati,APAC,668.07
9814,5501,1,2023-04-26,2023-05-05,Economy,Returned,Buy Now Pay Later,Philippines,Manila,APAC,5775.04
9815,5427,5,2023-12-04,2023-12-07,Express,Delivered,Credit Card,Philippines,Caloocan,APAC,241.68
9816,4192,1,2023-09-13,2023-09-19,Express,Delivered,Bank Transfer,Australia,Brisbane,APAC,14518.98
9817,4868,4,2024-12-09,2024-12-14,Standard,Delivered,Credit Card,India,Chennai,APAC,6991.3
9818,3822,14,2025-08-23,2025-08-24,Same Day,Delivered,PayPal,Canada,Quebec City,North America,1020.42
9819,3256,12,2025-11-12,2025-11-17,Express,Cancelled,Debit Card,Canada,Ottawa,North America,7245.45
9820,4303,9,2023-04-03,2023-04-09,Same Day,Returned,Credit Card,USA,Chicago,North America,8554.9
9821,5447,7,2024-10-02,2024-10-10,Standard,Returned,Buy Now Pay Later,India,Ahmedabad,APAC,634.58
9822,5231,3,2025-03-21,2025-03-26,Economy,Processing,Credit Card,Philippines,Taguig,APAC,359.88
9823,5728,1,2025-09-20,2025-09-22,Express,Delivered,Bank Transfer,Philippines,Pasig,APAC,1963.98
9824,3777,18,2023-10-09,2023-10-18,Standard,Delivered,Debit Card,UK,Edinburgh,Europe,1375.09
9825,3075,4,2023-06-18,2023-06-20,Express,Cancelled,Credit Card,India,Mumbai,APAC,3427.2
9826,841,13,2023-08-18,2023-08-27,Express,Delivered,PayPal,USA,Houston,North America,10413.81
9827,4488,17,2024-07-22,2024-07-29,Standard,Shipped,Debit Card,UK,Glasgow,Europe,4095.96
9828,1237,3,2023-09-20,2023-09-28,Express,Delivered,Credit Card,Philippines,Pasig,APAC,250.74
9829,3280,1,2025-02-18,2025-02-28,Economy,Cancelled,Credit Card,Philippines,Quezon City,APAC,10561.83
9830,3658,10,2024-12-04,2024-12-13,Express,Shipped,Bank Transfer,USA,Chicago,North America,24701.62
9831,1472,17,2024-12-08,2024-12-17,Same Day,Cancelled,Credit Card,UK,Liverpool,Europe,3506.2
9832,6590,3,2025-09-03,2025-09-06,Express,Delivered,Credit Card,India,Delhi,APAC,8419.98
9833,4096,1,2024-05-22,2024-05-25,Express,Shipped,Credit Card,Australia,Canberra,APAC,3368.58
9834,5239,10,2025-10-11,2025-10-16,Economy,Delivered,PayPal,USA,Dallas,North America,380.72
9835,3390,6,2026-03-31,2026-04-04,Standard,Delivered,PayPal,India,Hyderabad,APAC,17854.02
9836,7989,13,2025-11-08,2025-11-13,Express,Delivered,Credit Card,USA,Dallas,North America,5750.15
9837,3750,6,2025-02-05,2025-02-09,Economy,Delivered,Credit Card,Philippines,Caloocan,APAC,8034.12
9838,720,8,2023-09-05,2023-09-12,Standard,Delivered,Credit Card,USA,Seattle,North America,12974.45
9839,5412,10,2024-10-22,2024-10-31,Same Day,Shipped,Debit Card,USA,Seattle,North America,769.32
9840,6649,1,2025-08-16,2025-08-22,Express,Delivered,PayPal,Australia,Perth,APAC,5916.15
9841,2032,7,2024-06-15,2024-06-20,Express,Processing,Credit Card,Philippines,Pasig,APAC,1011.52
9842,7465,9,2024-07-20,2024-07-28,Standard,Delivered,Debit Card,USA,New York,North America,654.72
9843,3471,1,2025-07-20,2025-07-25,Same Day,Delivered,Bank Transfer,Philippines,Caloocan,APAC,2553.8
9844,7642,4,2024-06-10,2024-06-19,Same Day,Delivered,Debit Card,India,Kolkata,APAC,707.15
9845,862,5,2024-03-24,2024-03-27,Economy,Delivered,Bank Transfer,India,Ahmedabad,APAC,7503.61
9846,5394,19,2023-11-28,2023-12-03,Standard,Processing,Bank Transfer,UK,Birmingham,Europe,12604.1
9847,3043,19,2023-06-12,2023-06-18,Same Day,Delivered,Credit Card,UK,Liverpool,Europe,18342.2
9848,7033,2,2025-01-05,2025-01-14,Standard,Delivered,Credit Card,Philippines,Cebu,APAC,152.72
9849,1492,8,2025-11-23,2025-11-29,Economy,Delivered,PayPal,USA,Los Angeles,North America,10938.7
9850,5975,19,2024-01-17,2024-01-18,Express,Delivered,PayPal,UK,Liverpool,Europe,14552.76
9851,4660,13,2024-03-21,2024-03-31,Economy,Delivered,Credit Card,USA,Chicago,North America,22145.8
9852,4041,18,2024-09-24,2024-09-27,Standard,Delivered,Credit Card,UK,Leeds,Europe,6493.2
9853,7471,17,2023-01-05,2023-01-06,Express,Delivered,Debit Card,UK,Bristol,Europe,6188.76
9854,5466,12,2025-08-27,2025-09-01,Standard,Delivered,Debit Card,Canada,Ottawa,North America,15108.99
9855,6422,8,2023-09-04,2023-09-11,Standard,Shipped,Bank Transfer,USA,Dallas,North America,3074.42
9856,1822,7,2024-07-26,2024-07-29,Express,Returned,Credit Card,Philippines,Manila,APAC,2178.85
9857,3701,4,2023-06-04,2023-06-05,Express,Delivered,Buy Now Pay Later,India,Ahmedabad,APAC,3640.86
9858,6603,12,2023-02-07,2023-02-08,Standard,Shipped,Credit Card,USA,Los Angeles,North America,668.52
9859,4142,5,2023-11-17,2023-11-20,Standard,Returned,Bank Transfer,Australia,Gold Coast,APAC,1837.88
9860,5925,18,2023-02-12,2023-02-22,Standard,Returned,Credit Card,UK,Manchester,Europe,10937.84
9861,2819,14,2023-09-08,2023-09-11,Standard,Shipped,Credit Card,Canada,Ottawa,North America,5220.9
9862,2202,7,2023-12-31,2024-01-09,Same Day,Delivered,Debit Card,Philippines,Pasig,APAC,3193.74
9863,2182,13,2023-10-02,2023-10-10,Standard,Delivered,Credit Card,Canada,Winnipeg,North America,2056.22
9864,7699,19,2023-06-19,2023-06-29,Express,Shipped,Bank Transfer,UK,London,Europe,15936.0
9865,3069,4,2023-04-07,2023-04-08,Standard,Delivered,PayPal,Philippines,Caloocan,APAC,9022.67
9866,4213,11,2025-10-12,2025-10-13,Standard,Delivered,Credit Card,USA,Los Angeles,North America,2375.96
9867,7275,13,2026-01-25,2026-02-01,Standard,Delivered,PayPal,USA,Dallas,North America,325.72
9868,4965,13,2025-03-03,2025-03-07,Economy,Delivered,Debit Card,USA,New York,North America,6397.72
9869,7414,12,2024-07-18,2024-07-27,Express,Shipped,Buy Now Pay Later,USA,Los Angeles,North America,6838.47
9870,4673,19,2023-10-27,2023-11-05,Economy,Delivered,Debit Card,UK,Bristol,Europe,2584.34
9871,1780,7,2026-03-24,2026-03-29,Same Day,Processing,Credit Card,India,Chennai,APAC,6862.77
9872,1502,1,2023-04-12,2023-04-16,Same Day,Cancelled,Credit Card,Australia,Canberra,APAC,718.36
9873,2953,20,2024-10-17,2024-10-25,Express,Processing,GCash,UK,Edinburgh,Europe,33688.53
9874,7358,20,2025-09-03,2025-09-11,Express,Shipped,Buy Now Pay Later,UK,Liverpool,Europe,4616.56
9875,6002,20,2023-01-01,2023-01-07,Standard,Shipped,Buy Now Pay Later,UK,Leeds,Europe,14934.83
9876,7237,11,2024-12-16,2024-12-26,Standard,Delivered,PayPal,USA,Phoenix,North America,6063.36
9877,3104,10,2024-08-11,2024-08-15,Same Day,Returned,PayPal,USA,Austin,North America,563.9
9878,907,11,2024-09-09,2024-09-17,Express,Delivered,PayPal,Canada,Edmonton,North America,9609.51
9879,3515,18,2026-03-16,2026-03-25,Express,Processing,Credit Card,UK,Leeds,Europe,7937.16
9880,3890,2,2025-03-06,2025-03-13,Same Day,Delivered,PayPal,Philippines,Davao,APAC,1577.28
9881,2038,15,2023-09-15,2023-09-21,Same Day,Delivered,PayPal,UK,Glasgow,Europe,3054.3
9882,2649,12,2023-03-02,2023-03-06,Economy,Shipped,PayPal,USA,New York,North America,1068.2
9883,3644,20,2023-08-23,2023-08-28,Economy,Delivered,Debit Card,UK,London,Europe,3571.02
9884,6030,9,2024-03-23,2024-03-24,Express,Delivered,Credit Card,USA,Dallas,North America,554.34
9885,5251,14,2025-06-03,2025-06-09,Economy,Delivered,Debit Card,USA,Dallas,North America,2812.51
9886,6610,1,2023-11-18,2023-11-25,Standard,Delivered,PayPal,Australia,Sydney,APAC,5589.66
9887,658,8,2023-12-02,2023-12-07,Express,Cancelled,Credit Card,USA,Seattle,North America,13593.19
9888,1057,10,2026-04-10,2026-04-11,Standard,Processing,PayPal,USA,Houston,North America,9734.24
9889,74,8,2023-06-07,2023-06-16,Express,Cancelled,Credit Card,USA,Chicago,North America,1562.3
9890,995,2,2023-01-17,2023-01-21,Standard,Delivered,GCash,Philippines,Cebu,APAC,2863.62
9891,5831,5,2025-03-03,2025-03-10,Standard,Delivered,PayPal,Philippines,Manila,APAC,33911.84
9892,22,15,2024-06-27,2024-07-02,Standard,Delivered,Buy Now Pay Later,UK,Leeds,Europe,558.8
9893,7122,18,2023-09-30,2023-10-10,Economy,Delivered,Credit Card,UK,London,Europe,8180.61
9894,4847,1,2023-07-04,2023-07-14,Economy,Delivered,Credit Card,India,Pune,APAC,8817.38
9895,5824,6,2026-04-15,2026-04-16,Standard,Shipped,PayPal,Philippines,Manila,APAC,339.0
9896,6263,4,2024-01-22,2024-01-26,Standard,Delivered,PayPal,Australia,Hobart,APAC,3268.95
9897,6605,10,2023-11-11,2023-11-17,Same Day,Delivered,Credit Card,Canada,Winnipeg,North America,6673.94
9898,4574,1,2023-10-31,2023-11-03,Standard,Delivered,PayPal,Philippines,Taguig,APAC,254.77
9899,5589,7,2023-01-09,2023-01-13,Standard,Delivered,GCash,Australia,Gold Coast,APAC,8769.75
9900,7087,7,2023-08-11,2023-08-13,Same Day,Delivered,Debit Card,Philippines,Taguig,APAC,7696.54
9901,4717,8,2025-09-22,2025-09-29,Economy,Delivered,Credit Card,USA,Austin,North America,4470.72
9902,4172,12,2026-03-17,2026-03-26,Standard,Delivered,Credit Card,USA,Houston,North America,249.36
9903,580,6,2024-10-31,2024-11-05,Economy,Delivered,PayPal,Philippines,Davao,APAC,11430.52
9904,3314,3,2025-02-07,2025-02-15,Standard,Delivered,Buy Now Pay Later,Australia,Brisbane,APAC,3065.25
9905,1357,5,2023-08-04,2023-08-05,Express,Cancelled,Credit Card,Philippines,Caloocan,APAC,565.45
9906,4010,9,2026-03-19,2026-03-21,Standard,Shipped,Bank Transfer,USA,Los Angeles,North America,1810.71
9907,1410,4,2023-06-12,2023-06-22,Express,Delivered,Debit Card,India,Mumbai,APAC,15847.2
9908,5533,5,2023-08-22,2023-08-29,Same Day,Processing,PayPal,Philippines,Caloocan,APAC,900.65
9909,6105,19,2023-05-22,2023-05-23,Same Day,Delivered,PayPal,UK,Manchester,Europe,497.62
9910,893,4,2023-06-15,2023-06-20,Economy,Delivered,Bank Transfer,Philippines,Quezon City,APAC,12424.55
9911,2791,7,2024-01-03,2024-01-09,Economy,Cancelled,Buy Now Pay Later,India,Chennai,APAC,1156.23
9912,1061,5,2024-04-18,2024-04-25,Standard,Delivered,Credit Card,India,Mumbai,APAC,10135.75
9913,4711,1,2024-04-19,2024-04-22,Economy,Cancelled,GCash,India,Chennai,APAC,17283.23
9914,1793,6,2023-10-23,2023-10-27,Same Day,Processing,Bank Transfer,Australia,Canberra,APAC,2186.31
9915,3462,16,2023-03-10,2023-03-19,Same Day,Delivered,Credit Card,UK,Edinburgh,Europe,292.55
9916,42,10,2023-11-18,2023-11-20,Standard,Delivered,Bank Transfer,USA,Houston,North America,1319.74
9917,1795,14,2024-03-17,2024-03-23,Same Day,Delivered,GCash,USA,New York,North America,2307.85
9918,3915,4,2026-02-07,2026-02-11,Express,Delivered,GCash,Philippines,Cebu,APAC,5903.53
9919,652,7,2023-07-28,2023-07-31,Express,Shipped,GCash,India,Chennai,APAC,7293.88
9920,7677,13,2025-09-01,2025-09-02,Express,Delivered,Bank Transfer,Canada,Ottawa,North America,5214.11
9921,7537,14,2025-09-11,2025-09-12,Economy,Processing,PayPal,Canada,Edmonton,North America,1426.0
9922,4592,1,2025-06-22,2025-06-25,Express,Processing,Credit Card,India,Kolkata,APAC,1238.62
9923,4053,15,2023-07-03,2023-07-13,Express,Delivered,Buy Now Pay Later,UK,London,Europe,25478.51
9924,4498,1,2025-06-25,2025-06-26,Express,Shipped,Credit Card,India,Pune,APAC,3955.67
9925,7807,11,2024-07-25,2024-08-03,Economy,Delivered,Credit Card,USA,Chicago,North America,112.07
9926,7056,4,2025-06-16,2025-06-19,Same Day,Shipped,Credit Card,India,Chennai,APAC,564.85
9927,6569,14,2025-09-04,2025-09-08,Standard,Delivered,Bank Transfer,USA,New York,North America,243.76
9928,7305,8,2024-11-04,2024-11-06,Standard,Delivered,Credit Card,USA,Austin,North America,7636.24
9929,4070,6,2024-02-23,2024-02-25,Standard,Shipped,Credit Card,Philippines,Pasig,APAC,12740.25
9930,1000,9,2024-07-10,2024-07-17,Economy,Cancelled,Credit Card,USA,Phoenix,North America,23311.68
9931,6652,7,2023-07-15,2023-07-17,Standard,Shipped,GCash,Philippines,Manila,APAC,12747.24
9932,3502,2,2023-01-20,2023-01-21,Same Day,Delivered,Credit Card,Philippines,Cebu,APAC,1236.52
9933,7318,4,2023-09-23,2023-10-01,Standard,Processing,Credit Card,Australia,Melbourne,APAC,418.86
9934,7243,9,2025-12-21,2025-12-22,Standard,Delivered,Credit Card,USA,Seattle,North America,556.41
9935,5885,18,2023-04-08,2023-04-14,Express,Cancelled,Bank Transfer,UK,Liverpool,Europe,1623.76
9936,5600,8,2023-06-02,2023-06-07,Same Day,Delivered,Buy Now Pay Later,Canada,Calgary,North America,1068.66
9937,5391,5,2026-01-11,2026-01-15,Standard,Delivered,Debit Card,Australia,Brisbane,APAC,11843.4
9938,132,5,2025-10-06,2025-10-09,Economy,Processing,Credit Card,Philippines,Manila,APAC,463.96
9939,5541,3,2023-04-18,2023-04-27,Economy,Cancelled,Debit Card,Philippines,Taguig,APAC,626.38
9940,5080,9,2024-09-18,2024-09-23,Standard,Delivered,Credit Card,USA,Chicago,North America,3828.87
9941,3103,6,2026-04-05,2026-04-08,Standard,Delivered,Buy Now Pay Later,Philippines,Cebu,APAC,645.68
9942,209,3,2023-08-13,2023-08-18,Economy,Delivered,Credit Card,India,Delhi,APAC,138.03
9943,1087,9,2024-03-14,2024-03-20,Standard,Delivered,Credit Card,Canada,Vancouver,North America,1566.36
9944,5649,14,2026-01-29,2026-02-08,Express,Delivered,Bank Transfer,USA,Dallas,North America,701.92
9945,3206,8,2026-05-13,2026-05-17,Standard,Processing,GCash,USA,Chicago,North America,10105.45
9946,586,6,2023-03-20,2023-03-21,Standard,Delivered,Credit Card,Australia,Adelaide,APAC,4069.83
9947,2744,4,2025-06-20,2025-06-25,Economy,Delivered,PayPal,Australia,Perth,APAC,160.04
9948,5785,18,2023-04-15,2023-04-23,Standard,Delivered,Debit Card,UK,Glasgow,Europe,46736.83
9949,6269,3,2025-03-16,2025-03-17,Economy,Processing,Credit Card,Philippines,Manila,APAC,8119.42
9950,5323,5,2025-07-29,2025-07-31,Standard,Processing,Credit Card,India,Chennai,APAC,5729.15
9951,2294,13,2026-02-21,2026-02-26,Standard,Delivered,Bank Transfer,USA,Austin,North America,3578.09
9952,7842,14,2024-03-10,2024-03-18,Standard,Processing,Debit Card,USA,Austin,North America,1617.35
9953,6937,17,2024-06-01,2024-06-07,Standard,Shipped,Bank Transfer,UK,Bristol,Europe,722.12
9954,7283,12,2026-03-05,2026-03-08,Economy,Delivered,Bank Transfer,USA,Seattle,North America,303.69
9955,3054,2,2026-01-15,2026-01-22,Standard,Shipped,PayPal,Philippines,Taguig,APAC,7102.43
9956,4728,9,2025-12-09,2025-12-18,Express,Shipped,Credit Card,USA,Austin,North America,27791.07
9957,6764,13,2024-11-21,2024-12-01,Express,Delivered,Bank Transfer,Canada,Toronto,North America,1997.5
9958,5820,18,2024-08-28,2024-08-31,Standard,Processing,PayPal,UK,Liverpool,Europe,45119.89
9959,5815,3,2024-10-27,2024-10-29,Express,Delivered,Debit Card,Philippines,Taguig,APAC,7202.61
9960,6,2,2023-10-16,2023-10-17,Economy,Delivered,Credit Card,India,Kolkata,APAC,8445.99
9961,3053,3,2025-03-28,2025-03-31,Express,Delivered,GCash,Australia,Adelaide,APAC,2083.33
9962,7709,5,2023-08-14,2023-08-19,Standard,Delivered,Credit Card,India,Delhi,APAC,744.53
9963,4013,10,2023-01-03,2023-01-11,Economy,Delivered,GCash,Canada,Montreal,North America,8964.15
9964,5831,3,2024-04-08,2024-04-10,Economy,Delivered,GCash,Philippines,Manila,APAC,7263.54
9965,5129,2,2024-10-02,2024-10-06,Express,Delivered,Credit Card,Philippines,Makati,APAC,1073.45
